"concept_id","person_id_count","record_count","concept_name"
136950,1238,1510,"Myelodysplastic syndrome with isolated del(5q)"
435514,214,326,"Lymphoproliferative disorder following transplantation"
4115276,33769,41007,"Non-small cell lung cancer"
4111917,208,277,"Malignant mesothelioma of pleura"
4112752,30373,41806,"Basal cell carcinoma of skin"
4114198,10,10,"Malignant tumor of olfactory tract"
438990,1535,2406,"Benign neuroendocrine tumor"
4116241,290,361,"Squamous cell carcinoma of anal margin"
4113129,1388,1734,"Benign tumor of soft tissue of head, face and neck"
4153887,24,42,"Carcinoma of lip"
261255,536,782,"Benign neoplasm of bronchus and lung"
434301,43,53,"Benign neoplasm of ribs and/or sternum and/or clavicle"
193155,469,716,"Carcinoid tumor of large intestine"
4174893,59,74,"Vaginal intraepithelial neoplasia grade 2"
4173974,77,126,"B-cell prolymphocytic leukemia"
4111921,15337,20753,"Squamous cell carcinoma of skin"
437251,1243,1739,"Benign neoplasm of pituitary gland and craniopharyngeal duct"
197932,197,235,"Vulval intraepithelial neoplasia grade 1"
441235,394,447,"Large cell anaplastic lymphoma"
437238,815,1225,"Carcinoid tumor of appendix"
443252,29,39,"Post-transplant neoplasia"
4115271,53,72,"Sarcoma of liver"
4115942,87,104,"Fibrohistiocytic tumor"
4112851,4,5,"Benign tumor of mesothelial tissue"
4114353,2,2,"Benign neoplasm of respiratory system"
196181,6,13,"Tumor of uterine body - baby delivered"
4147164,1568,1820,"Malignant tumor of lymphoid hemopoietic and related tissue"
72576,2748,3364,"Benign tumor of breast"
436080,240,282,"Neoplasm of uncertain behavior of lip, oral cavity and pharynx"
438116,69,81,"Benign neoplasm of short bones of lower limb"
194306,138,200,"Carcinoid tumor of stomach"
4082311,24141,28356,"B-cell chronic lymphocytic leukemia"
4173963,25,34,"B-cell acute lymphoblastic leukemia"
4344161,15,18,"Dermatomyositis with malignant disease"
192681,5,5,"Prostatic intraepithelial neoplasia"
4110889,614,638,"Malignant tumor of acoustic vestibular nerve"
193431,51,61,"Benign tumor of digestive organ"
192385,9,11,"Tumor of uterine body complicating antenatal care, baby not yet delivered"
77815,26,30,"Benign neoplasm of vertebral column, excluding sacrum and coccyx"
4149851,6202,11354,"Malignant melanoma of upper limb"
4158910,12885,18602,"Secondary malignant neoplasm of unknown site"
4174892,94,117,"Vaginal intraepithelial neoplasia grade 1"
4079683,95,150,"T-cell prolymphocytic leukemia"
4079282,137,166,"Atypical chronic myeloid leukemia"
4082487,1131,1771,"Cutaneous/peripheral T-cell lymphoma"
4082627,25,30,"Enteropathy-associated T-cell lymphoma"
4100425,1284,2838,"Merkel cell carcinoma"
193722,124,178,"Benign tumor of endocrine pancreas"
257513,365,537,"Carcinoid tumor of lung"
4114356,133,167,"Benign neoplasm of face bone"
433979,5,6,"Benign neoplasm of respiratory system and intrathoracic organ"
199767,1327,1523,"Neoplasm of uncertain behavior of liver and/or biliary passages"
194307,1,1,"Carcinoid tumor of intestine"
198100,1222,1894,"Carcinoid tumor of small intestine"
441523,786,964,"Immunoproliferative neoplasm"
4079687,1446,1734,"Tumor lysis syndrome"
4110591,5635,7106,"Small cell carcinoma of lung"
4112852,1883,2429,"Benign lipomatous tumor"
4145940,65,81,"Tumor of uterine body in pregnancy, childbirth and the puerperium"
4147162,163,208,"Secondary malignant neoplasm of respiratory and digestive systems"
72578,1901,2899,"Neoplasm of uncertain behavior of breast"
4151263,4544,8348,"Malignant melanoma of lower limb"
195209,216,253,"Benign neoplasm of liver and/or biliary ducts"
4079686,24,33,"Acute megakaryoblastic leukemia"
4109067,1426,1875,"Squamous cell carcinoma of skin of lower lip"
192676,599,751,"Cervical intraepithelial neoplasia grade 1"
438701,2826,3483,"Disseminated malignancy of unknown primary"
196165,412,548,"Cervical intraepithelial neoplasia grade 2"
43020455,772,1058,"Malignant hypertensive end stage renal disease"
4115027,5654,7860,"Squamous cell carcinoma of skin of upper lip"
43021852,8559,10919,"Malignant hypertensive chronic kidney disease"
4118989,909,1022,"Malignant tumor of soft tissue of head, face and neck"
315497,1151,1485,"Subacute leukemia"
4147411,4397,6081,"Follicular non-Hodgkin's lymphoma"
28127,120,186,"Multiple endocrine neoplasia, type 1"
373152,641,668,"Primary central nervous system lymphoma"
4197474,2,3,"Malignant neoplasm of upper eyelid"
4197475,1,1,"Malignant neoplasm of lower eyelid"
4194462,11,13,"Chorioretinal tumor"
46270492,50,72,"Adult pulmonary Langerhans cell histiocytosis"
37109301,544,724,"Benign neoplasm of left choroid"
37208038,301,391,"Neoplasm of uncertain behavior of right breast"
37208027,25,33,"Benign neoplasm of left conjunctiva"
37208029,73,76,"Neoplasm of uncertain behavior of left adrenal gland"
37208036,549,688,"Neoplasm of uncertain behavior of right kidney"
37208031,485,581,"Neoplasm of uncertain behavior of left kidney"
37208034,36,52,"Neoplasm of uncertain behavior of left ureter"
37208035,49,55,"Neoplasm of uncertain behavior of right adrenal gland"
37310596,2,3,"Benign neoplasm of right ureter"
37310595,3,3,"Benign neoplasm of right retina"
37208032,295,402,"Neoplasm of uncertain behavior of left ovary"
37208024,852,1199,"Benign neoplasm of left breast"
37117095,583,818,"Benign neoplasm of left adrenal gland"
37208028,779,1091,"Benign neoplasm of right breast"
36684810,11,15,"Benign neoplasm of right testis"
37208030,264,360,"Neoplasm of uncertain behavior of left breast"
37208033,276,385,"Neoplasm of uncertain behavior of right ovary"
37208037,46,70,"Neoplasm of uncertain behavior of right ureter"
36684820,844,1616,"Primary malignant neoplasm of axillary tail of right female breast"
601151,5,6,"Kaposi sarcoma of left lung"
601153,5,7,"Kaposi sarcoma of right lung"
46273652,6111,6949,"Secondary malignant neoplasm of left lung"
37208040,285,335,"Benign neoplasm of right ovary"
37310611,10,11,"Benign neoplasm of left renal pelvis"
37208043,269,307,"Benign neoplasm of left ovary"
37310605,3,4,"Benign neoplasm of left epididymis"
37208045,1015,1398,"Lobular carcinoma in situ of left breast"
36684817,989,1828,"Primary malignant neoplasm of axillary tail of left female breast"
36684822,282,394,"Benign neoplasm of right kidney"
37310609,2,2,"Benign neoplasm of left ureter"
36684823,225,287,"Benign neoplasm of left kidney"
37208046,893,1214,"Lobular carcinoma in situ of right breast"
36684824,11,13,"Benign neoplasm of left testis"
37310603,2,3,"Benign neoplasm of right epididymis"
37208044,32,45,"Benign neoplasm of right conjunctiva"
37310608,1,1,"Benign neoplasm of left retina"
37310612,4,4,"Benign neoplasm of right renal pelvis"
46270513,7073,8040,"Secondary malignant neoplasm of right lung"
197225,86,142,"Primary malignant neoplasm of clitoris"
437805,1564,2606,"Primary malignant neoplasm of middle third of esophagus"
440339,119,175,"Primary malignant neoplasm of prepuce"
197799,2790,4746,"Primary malignant neoplasm of the peritoneum"
441513,1729,2667,"Primary malignant neoplasm of axillary tail of breast"
438977,387,462,"Primary malignant neoplasm of ribs and/or sternum and/or clavicle"
4158563,8322,8582,"Primary malignant neoplasm of breast upper inner quadrant"
4290837,195,206,"Melanocytic neoplasm"
4298740,2569,3291,"Basal cell carcinoma of skin of lip"
436042,840,1465,"Primary malignant neoplasm of anterior two-thirds of tongue"
26638,10591,18914,"Primary malignant neoplasm of esophagus"
201801,1711,3885,"Primary malignant neoplasm of fallopian tube"
140950,250,374,"Primary malignant neoplasm of gum"
438694,611,1059,"Primary malignant neoplasm of hard palate"
372567,75,114,"Primary malignant neoplasm of lacrimal gland"
440335,428,688,"Primary malignant neoplasm of lower gum"
435478,206,332,"Primary malignant neoplasm of upper gum"
196359,20205,31241,"Primary malignant neoplasm of uterine cervix"
132565,1308,1868,"Primary malignant neoplasm of vermilion border of lower lip"
4162994,4662,4907,"Malignant neoplasm of skin of upper limb"
4299417,26591,38271,"Basal cell carcinoma of face"
4294416,5184,7131,"Basal cell carcinoma of ear"
4295624,3949,5497,"Squamous cell carcinoma of skin of ear"
4212994,81,94,"Extranodal NK/T-cell lymphoma, nasal type"
443571,216,256,"Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma"
314369,2034,2495,"Malignant hypertensive heart disease without congestive heart failure"
443384,23,30,"Malignant tumor of transverse colon"
443381,102,150,"Malignant tumor of sigmoid colon"
435754,142,235,"Malignant tumor of ascending colon"
441224,516,729,"Primary malignant neoplasm of cervical esophagus"
195482,557,776,"Primary malignant neoplasm of intestinal tract"
193138,9327,16203,"Primary malignant neoplasm of lower third of esophagus"
195483,956,1616,"Primary malignant neoplasm of penis"
4162253,22580,23682,"Primary malignant neoplasm of breast"
4287493,101,115,"Lymphoma involves spleen"
4297668,8790,11266,"Basal cell carcinoma of truncal skin"
4301666,22,27,"Subcutaneous panniculitis-like T-cell lymphoma"
4299149,279,425,"Anaplastic large T-cell systemic malignant lymphoma"
4300704,19479,28415,"Diffuse large B-cell lymphoma (nodal/systemic with skin involvement)"
4189938,185,228,"Acute monocytic/monoblastic leukemia"
443743,394,426,"Plasma cell neoplasm"
4167696,20437,21806,"Estrogen receptor positive tumor"
4181477,21,28,"Malignant neoplasm of eye"
4179720,650,927,"Primary malignant neoplasm of gastrointestinal tract"
193971,3029,5018,"Primary malignant neoplasm of abdominal esophagus"
4162859,123,167,"Primary malignant neoplasm of adrenal medulla"
134579,785,1292,"Primary malignant neoplasm of buccal mucosa"
438370,254,395,"Primary malignant neoplasm of glans penis"
199754,22145,41069,"Primary malignant neoplasm of pancreas"
432260,909,1513,"Primary malignant neoplasm of upper third of esophagus"
4187851,4376,4496,"Primary malignant neoplasm of breast lower inner quadrant"
4188545,5580,5743,"Primary malignant neoplasm of breast lower outer quadrant"
436920,2505,3102,"Reticulosarcoma"
4301668,265,336,"Primary cutaneous follicular center B-cell lymphoma"
440285,28,35,"Malignant hyperthermia"
443719,297,381,"Relapsing chronic myeloid leukemia"
4162115,304,510,"Primary malignant neoplasm of adrenal cortex"
4162860,4133,6796,"Primary malignant neoplasm of body of uterus"
79758,184,298,"Primary malignant neoplasm of scrotum"
436357,553,686,"Primary malignant neoplasm of soft tissues of upper limb"
193719,67,97,"Primary malignant neoplasm of spermatic cord"
196044,10236,17067,"Primary malignant neoplasm of stomach"
75488,1002,1303,"Primary malignant neoplasm of vertebral column"
439392,34530,52824,"Primary malignant neoplasm"
4291452,30,38,"Carcinoma-in-situ of oral mucosa"
4291454,8929,11688,"Basal cell carcinoma of nose"
4298028,4686,7066,"Squamous cell carcinoma of skin of lower extremity"
443382,30,44,"Malignant tumor of descending colon"
374874,484,786,"Primary malignant neoplasm of eye"
4155171,229,374,"Primary malignant neoplasm of lip"
376647,8248,11628,"Primary malignant neoplasm of soft tissues"
31509,7327,13728,"Primary malignant neoplasm of tonsil"
196048,1360,2303,"Primary malignant neoplasm of vagina"
4157454,45583,76274,"Primary malignant neoplasm of lower lobe, bronchus or lung"
72566,446,493,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx"
4162993,3406,3603,"Malignant neoplasm of skin of lower limb"
197806,3119,5457,"Primary malignant neoplasm of gallbladder"
4297667,6036,7943,"Basal cell carcinoma of upper extremity"
4299418,3607,4932,"Basal cell carcinoma of lower extremity"
4300118,1259,1336,"Squamous cell carcinoma"
4300557,2274,2753,"Squamous cell carcinoma of skin of trunk"
135768,138,163,"Acute monocytic leukemia"
4184976,215,266,"Angioimmunoblastic T-cell lymphoma"
443736,10,11,"Mast cell neoplasm"
443391,160,245,"Malignant tumor of cecum"
443380,24,37,"Malignant tumor of thymus"
4281030,354,382,"Secondary malignant neoplasm of right ovary"
441225,1787,3172,"Primary malignant neoplasm of ampulla of Vater"
4156114,632,1040,"Primary malignant neoplasm of border of tongue"
255192,25,36,"Primary malignant neoplasm of commissure of lip"
26052,6086,10882,"Primary malignant neoplasm of larynx"
439404,3645,6889,"Primary malignant neoplasm of oral cavity"
134290,380,628,"Primary malignant neoplasm of palate"
434588,3305,5605,"Primary malignant neoplasm of parotid gland"
135476,1206,1834,"Primary malignant neoplasm of thoracic esophagus"
4157456,10658,15077,"Primary malignant neoplasm of skin head and neck"
81237,364,517,"Primary malignant neoplasm of upper limb bones and scapula"
4187850,26369,28066,"Primary malignant neoplasm of breast upper outer quadrant"
4300140,225,228,"Tumor stage finding"
4298026,11235,15192,"Squamous cell carcinoma of skin of face"
4301427,2425,3115,"Squamous cell carcinoma of upper extremity"
4297185,2,2,"Basal cell carcinoma of upper eyelid"
199771,2260,2799,"Carcinoid syndrome"
4180312,60,78,"Neoplasm of extremity"
443392,21784,27892,"Malignant neoplastic disease"
4281027,333,362,"Secondary malignant neoplasm of left ovary"
194589,1932,2971,"Primary malignant neoplasm of biliary tract"
432837,15636,27150,"Primary malignant neoplasm of cecum"
133420,199,242,"Primary malignant neoplasm of endocrine gland"
138074,442,658,"Primary malignant neoplasm of vermilion border of upper lip"
440649,18163,32423,"Primary malignant neoplasm of head of pancreas"
201529,183,274,"Neoplasm of uncertain behavior of stomach"
4291143,9,9,"Basal cell carcinoma of lower eyelid"
4252861,790,1069,"Benign neoplasm of autonomic nerve"
4216139,835,1133,"Plasmacytoma"
